0.439952	0.0858268	
0.375478	0.0957756	
0.42204	0.0885718	
0.439952	0.0858268	
0.151424	0.129932	
0.381911	0.094647	
0.439952	0.0858268	
0.439952	0.0858268	
0.217826	0.120047	
0.423049	0.0884929	
0.302924	0.106811	
0.431515	0.0871197	
0.411282	0.090201	
0.343869	0.100788	
0.430472	0.0872733	
0.381192	0.0947842	
0.430229	0.0873105	
0.787989	0.212011	
0.247201	0.115209	
0.328232	0.103175	
0.830911	0.169089	
0.39152	0.0932156	
0.439952	0.0858268	
0.417605	0.0892385	
0.439952	0.0858268	
0.30632	0.106639	
0.38084	0.0948381	
0.431394	0.0871383	
0.388557	0.0936828	
0.226586	0.118356	
0.43356	0.0867939	
0.430729	0.0872402	
0.414484	0.0897296	
0.409767	0.0904203	
0.398678	0.0920993	
0.289295	0.109932	
0.426794	0.0878369	
0.756898	0.243102	
0.713213	0.286787	
0.439952	0.0858268	
0.423221	0.0883528	
0.429578	0.0873853	
0.40022	0.0919615	
0.431074	0.0871748	
0.395803	0.0935097	
0.421613	0.0886182	
0.420975	0.0887286	
0.426879	0.0877988	
0.412882	0.0899367	
0.439952	0.0858268	
0.424588	0.0881623	
0.318141	0.104434	
0.439952	0.0858268	
0.430355	0.0872912	
0.314401	0.105075	
0.429578	0.0873853	
0.429622	0.0876406	
0.433339	0.0868464	
0.481228	0.518772	
0.288699	0.10892	
0.39904	0.0920569	
0.430675	0.0872297	
0.439952	0.0858268	
0.38378	0.0944283	
0.422029	0.0885608	
0.801027	0.198973	
0.798903	0.201097	
0.406194	0.091895	
0.300052	0.10719	
0.083938	0.141606	
0.130311	0.136198	
0.4154	0.0895701	
0.433422	0.0868088	
0.343578	0.101549	
0.405704	0.0919968	
0.439952	0.0858268	
0.361491	0.0978368	
0.359623	0.098179	
0.423624	0.08831	
0.439952	0.0858268	
0.439952	0.0858268	
0.182706	0.126446	
0.358244	0.0995673	
0.439952	0.0858268	
0.430574	0.0872639	
0.429788	0.0873781	
0.439952	0.0858268	
0.404174	0.0915247	
0.439952	0.0858268	
0.439952	0.0858268	
0.570847	0.429153	
0.235238	0.11831	
0.288562	0.10919	
0.408336	0.0906589	
0.423097	0.0883719	
0.439952	0.0858268	
0.421219	0.0896076	
0.39075	0.0933202	
0.39807	0.0921925	
0.354518	0.0998993	
0.0972328	0.138526	
0.301402	0.106952	
0.39047	0.0934498	
0.439952	0.0858268	
0.430835	0.0872114	
0.346438	0.100072	
0.273458	0.112777	
0.40395	0.0912984	
0.439952	0.0858268	
0.431698	0.0870916	
0.353516	0.0990092	
0.439952	0.0858268	
0.439952	0.0858268	
0.394416	0.0927388	
0.439952	0.0858268	
0.431252	0.08716	
0.421592	0.0886024	
0.379007	0.0951529	
0.77096	0.22904	
0.439952	0.0858268	
0.405124	0.0911641	
0.439952	0.0858268	
0.376342	0.0965827	
0.430743	0.0872255	
0.42075	0.088744	
0.298433	0.108916	
0.439952	0.0858268	
0.753634	0.246366	
0.421962	0.0885837	
0.390052	0.0934404	
0.40727	0.0907963	
0.439952	0.0858268	
0.422728	0.0885294	
0.422126	0.0894483	
0.421914	0.088591	
0.401898	0.0916454	
0.305554	0.106415	
0.460707	0.539293	
0.430574	0.0881593	
0.419886	0.0888764	
0.326956	0.103364	
0.433231	0.0868381	
0.439952	0.0858268	
0.265449	0.112561	
0.439952	0.0858268	
0.439952	0.0858268	
0.439952	0.0858268	
0.424014	0.0882692	
0.365337	0.0971919	
0.439952	0.0858268	
0.177973	0.191764	
0.439952	0.0858268	
0.421472	0.0886524	
0.421177	0.0886913	
0.439952	0.0858268	
0.439952	0.0858268	
0.439952	0.0858268	
0.422846	0.0885239	
0.424661	0.0881511	
0.382352	0.0946065	
0.424334	0.0881887	
0.314789	0.106399	
0.439952	0.0858268	
0.430574	0.0872639	
0.636451	0.363549	
0.405955	0.0909977	
0.429697	0.0873983	
0.429809	0.0873749	
0.422052	0.0885698	
0.314595	0.106138	
0.351896	0.100291	
0.411105	0.0911735	
0.399138	0.0920616	
0.379436	0.0950395	
0.414266	0.0897374	
0.422604	0.0884348	
0.356227	0.09858	
0.393633	0.0928786	
0.523244	0.476756	
0.439952	0.0858268	
0.41246	0.090117	
0.380967	0.0948119	
0.439952	0.0858268	
0.421621	0.088636	
0.430435	0.0872851	
0.439952	0.0858268	
0.433422	0.0868088	
0.439952	0.0858268	
0.426794	0.0878369	
0.439952	0.0858268	
0.425034	0.0881254	
0.418877	0.0890374	
0.412869	0.0899643	
0.836163	0.163837	
0.421084	0.0887182	
0.415032	0.08962	
0.356285	0.0985993	
0.307375	0.692625	
0.296372	0.10783	
0.439952	0.0858268	
0.421094	0.0886977	
0.402895	0.0915122	
0.414362	0.0897355	
0.422844	0.0884421	
0.423364	0.0883372	
0.75246	0.24754	
0.40313	0.59687	
0.421426	0.0887354	
0.416373	0.0894338	
0.439952	0.0858268	
0.415288	0.0895808	
0.680813	0.319187	
0.383285	0.0944906	
0.41051	0.0912464	
0.439952	0.0858268	
0.4309	0.0872139	
0.30968	0.105647	
0.439952	0.0858268	
0.296526	0.107714	
0.439952	0.0858268	
0.231073	0.120601	
0.422156	0.0885539	
0.430574	0.0872639	
0.37568	0.0966376	
0.430574	0.0872639	
0.439952	0.0858268	
0.39483	0.0927019	
0.294649	0.129822	
0.390111	0.093418	
0.38277	0.09461	
0.401938	0.0915934	
0.424014	0.0882692	
0.413181	0.0899165	
0.421897	0.0885936	
0.384701	0.0942333	
0.391233	0.0932596	
0.431074	0.0871748	
0.423243	0.0883747	
0.433422	0.0868088	
0.077366	0.144629	
0.439952	0.0858268	
0.387518	0.0940832	
0.366703	0.0969827	
0.431369	0.0871421	
0.416151	0.583849	
0.838829	0.161171	
0.715788	0.284212	
0.258899	0.1135	
0.439952	0.0858268	
0.286606	0.109342	
0.439952	0.0858268	
0.411345	0.0902108	
0.157245	0.128948	
0.403679	0.0913203	
0.439952	0.0858268	
0.422091	0.0885638	
0.347791	0.0999646	
0.358008	0.0986162	
0.429839	0.0873703	
0.3152	0.10481	
0.429622	0.0876406	
0.439952	0.0858268	
0.439952	0.0858268	
0.396175	0.0925156	
0.420808	0.0887415	
0.20623	0.146072	
0.390915	0.0933216	
0.429819	0.0873796	
0.382877	0.0955102	
0.439952	0.0858268	
0.275039	0.110949	
0.371301	0.0975964	
0.439952	0.0858268	
0.423611	0.088312	
0.421624	0.0886292	
0.439952	0.0858268	
0.423902	0.0882863	
0.404139	0.0912759	
0.387672	0.0938185	
0.26522	0.112524	
0.439952	0.0858268	
0.415109	0.0896402	
0.311185	0.106583	
0.33277	0.102157	
0.411739	0.0910753	
0.361892	0.0977474	
0.42204	0.0885718	
0.279773	0.132297	
0.369153	0.0976136	
0.28301	0.109815	
0.284044	0.10968	
0.439952	0.0858268	
0.390281	0.0943776	
0.439952	0.0858268	
0.39509	0.0936135	
0.439952	0.0858268	
0.669998	0.330002	
0.00894481	0.180257	
0.284119	0.109583	
0.413836	0.0899123	
0.424439	0.0881852	
